hhid	saving_instrument	instr_usage	importance_rank	safety_rank	use_reason	use_reason_other	non_use_reason	non_use_reason_other	money_loss	times_loss	biggest_loss
1787002.0	9	2					3				
1787002.0	10	1	3	2	9	15			2		
1787099.0	1	2					7				
1787099.0	2	1	2	2	1				2		
1787099.0	3	2					4				
1787099.0	4	1	3	3	1				2		
1787099.0	5	1	1	1	1				2		
1787099.0	6	2					8				
1787099.0	7	2					8				
1787099.0	8	2					7				
1787099.0	9	2					8				
1787099.0	10	2					8				
1787030.0	1	1	1	1	1				1	1	27000
1787030.0	2	1	3	3	6				2		
1787030.0	3	2					4				
1787030.0	4	2					7				
1787030.0	5	1	2	2	6				2		
1787030.0	6	2					8				
1787030.0	7	2					8				
1787030.0	8	2					8				
1787030.0	9	2					7				
1787030.0	10	2					7				
1787127.0	1	1	1	1	1				2		
1787127.0	2	2					1				
1787127.0	3	2					5				
1787127.0	4	2					1				
1787127.0	5	1	2	2	3				2		
1787127.0	6	2					5				
1787127.0	7	2					4				
1787127.0	8	2					2				
1787127.0	9	2					5				
1787127.0	10	2					3				
1787016.0	1	1	1	1	1				1	2	10000
1787016.0	2	2					1				
1787016.0	3	1	3	2	9	16			2		
1787016.0	4	1	2	3	2				1	6	50000
1787016.0	5	1	4	4	6				2		
1787016.0	6	2					5				
1787016.0	7	2					5				
1787016.0	8	2					5				
1787016.0	9	2					8				
1787016.0	10	1	5	5	5				1	4	2000
1787058.0	1	2					4				
1787058.0	2	1	1	1	1				2		
1787058.0	3	2					3				
1787058.0	4	1	2	2	2				2		
1787058.0	5	1	3	3	5				2		
1787058.0	6	2					8				
1787058.0	7	2					7				
1787058.0	8	2					6				
1787058.0	9	2					1				
1787058.0	10	2					8				
1787085.0	1	2					3				
1787085.0	2	1	1	1	7				1	3	1000
1787085.0	3	2					7				
1787085.0	4	1	2	2	7				1	1	700
1787085.0	5	2					7				
1787085.0	6	2					7				
1787085.0	7	2					7				
1787085.0	8	2					7				
1787085.0	9	1	3	3	2				2		
1787085.0	10	2					7				
1790063.0	1	1	1	1	1				2		
1790063.0	2	2					1				
1790063.0	3	2					3				
1790063.0	4	2					5				
1790063.0	5	2					1				
1790063.0	6	2					4				
1790063.0	7	2					2				
1790063.0	8	2					5				
1790063.0	9	2					1				
1790063.0	10	2					4				
1790044.0	1	1	2	2	1				2		
1790044.0	2	1	1	1	3				2		
1790044.0	3	2					4				
1790044.0	4	1	5	5	2				2		
1790044.0	5	1	3	3	5				2		
1790044.0	6	2					1				
1790044.0	7	2					5				
1790044.0	8	1	4	4	1				2		
1790044.0	9	2					1				
1790044.0	10	2					2				
1790015.0	1	2					4				
1790015.0	2	2					1				
1790015.0	3	2					4				
1790015.0	4	2					3				
1790015.0	5	2					8				
1790015.0	6	2					1				
1790015.0	7	2					1				
1790015.0	8	2					5				
1790015.0	9	2					1				
1790015.0	10	2					4				
1790092.0	1	2					4				
1790092.0	2	2					1				
1790092.0	3	2					3				
1790092.0	4	2					4				
1790092.0	5	2					4				
1790092.0	6	2					5				
1790092.0	7	2					7				
1790092.0	8	2					5				
1790092.0	9	2					1				
1790092.0	10	2					3				
1790034.0	1	2					3				
1790034.0	2	1	2	2	2				2		
1790034.0	3	2					3				
1790034.0	4	1	1	1	6				2		
1790034.0	5	2					9	22			
1790034.0	6	2					8				
1790034.0	7	2					8				
1790034.0	8	2					8				
1790034.0	9	2					8				
1790034.0	10	2					3				
1790025.0	1	1	1	1	9	16			2		
1790025.0	2	1	5	5	2				2		
1790025.0	3	1	2	2	9	19			2		
1790025.0	4	1	3	3	9	19			1	1	300
1790025.0	5	2					8				
1790025.0	6	2					5				
1790025.0	7	2					5				
1790025.0	8	2					5				
1790025.0	9	1	4	4	2				2		
1790025.0	10	2					3				
1790083.0	1	1	2	1	1				2		
1790083.0	2	2					8				
1790083.0	3	2					3				
1790083.0	4	2					8				
1790083.0	5	1	1	2	1				2		
1790083.0	6	2					8				
1790083.0	7	2					7				
1790083.0	8	2					8				
1790083.0	9	2					8				
1790083.0	10	2					8				
1790054.0	1	2					2				
1790054.0	2	1	1	2	1				2		
1790054.0	3	2					3				
1790054.0	4	2					7				
1790054.0	5	1	2	1	5				2		
1790054.0	6	2					7				
1790054.0	7	2					8				
1790054.0	8	2					7				
1790054.0	9	2					7				
1790054.0	10	2					8				
1790073.0	1	1	1	1	1				2		
1790073.0	2	1	2	2	1				2		
1790073.0	3	2					8				
1790073.0	4	2					8				
1790073.0	5	2					8				
1790073.0	6	2					8				
1790073.0	7	2					8				
1790073.0	8	2					8				
1790073.0	9	2					8				
1790073.0	10	2					8				
1790005.0	1	1	1	1	1				2		
1790005.0	2	2					7				
1790005.0	3	2					8				
1790005.0	4	2					8				
1790005.0	5	1	2	2	1				2		
1790005.0	6	2					8				
1790005.0	7	2					8				
1790005.0	8	2					7				
1790005.0	9	2					7				
1790005.0	10	1	3	3	1				2		
1791074.0	1	1	1	1	1				2		
1791074.0	2	2					1				
1791074.0	3	2					2				
1791074.0	4	2					8				
1791074.0	5	2					8				
1791074.0	6	2					5				
1791074.0	7	2					5				
1791074.0	8	2					5				
1791074.0	9	2					3				
1791074.0	10	2					3				
1791045.0	1	1	1	1	1				2		
1791045.0	2	1	3	3	2				2		
1791045.0	3	1	2	2	6				2		
1791045.0	4	2					1				
1791045.0	5	2					9	23			
1791045.0	6	2					5				
1791045.0	7	2					5				
1791045.0	8	2					5				
1791045.0	9	2					5				
1791045.0	10	2					3				
1791060.0	1	2					3				
1791060.0	2	1	2	2	8				2		
1791060.0	3	2					4				
1791060.0	4	1	1	1	6				2		
1791060.0	5	2					8				
1791060.0	6	2					5				
1791060.0	7	2					5				
1791060.0	8	2					5				
1791060.0	9	2					5				
1791060.0	10	2					3				
1791003.0	1	1	1	1	1				2		
1791003.0	2	2					1				
1791003.0	3	2					3				
1791003.0	4	2					5				
1791003.0	5	1	2	2	6				2		
1791003.0	6	2					5				
1791003.0	7	2					8				
1791003.0	8	2					2				
1791003.0	9	2					1				
1791003.0	10	2					7				
1791103.0	1	1	1	1	1				2		
1791103.0	2	1	3	3	2				2		
1791103.0	3	2					4				
1791103.0	4	1	2	2	2				1	1	1000
1791103.0	5	2					8				
1791103.0	6	2					5				
1791103.0	7	2					5				
1791103.0	8	2					5				
1791103.0	9	2					5				
1791103.0	10	2					3				
1791031.0	1	1	1	1	1				2		
1791031.0	2	1	3	2	1				2		
1791031.0	3	2					3				
1791031.0	4	2					8				
1791031.0	5	2					8				
1791031.0	6	1	2	3	1				2		
1791031.0	7	2					8				
1791031.0	8	2					8				
1791031.0	9	1	4	4	1				2		
1791031.0	10	2					7				
1791017.0	1	2					2				
1791017.0	2	1	2	2	2				2		
1791017.0	3	2					3				
1791017.0	4	1	3	3	2				2		
1791017.0	5	2					7				
1791017.0	6	1	1	1	2				2		
1791017.0	7	2					8				
1791017.0	8	2					8				
1791017.0	9	2					8				
1791017.0	10	2					3				
1791131.0	1	1	1	1	1				2		
1791131.0	2	1	5	5	6				2		
1791131.0	3	1	2	2	1				2		
1791131.0	4	2					8				
1791131.0	5	2					7				
1791131.0	6	1	4	4	6				2		
1791131.0	7	2					8				
1791131.0	8	2					2				
1791131.0	9	2					2				
1791131.0	10	1	3	3	6				2		
1791088.0	1	1	1	2	1				2		
1791088.0	2	2					1				
1791088.0	3	2					8				
1791088.0	4	2					5				
1791088.0	5	1	2	3	2				2		
1791088.0	6	2					7				
1791088.0	7	2					5				
1791088.0	8	1	3	4	2				1	1	7000
1791088.0	9	2					1				
1791088.0	10	1	4	1	6				2		
1791121.0	1	1	1	1	1				2		
1791121.0	2	1	3	3	6				2		
1791121.0	3	2					3				
1791121.0	4	2					5				
1791121.0	5	1	2	2	2				2		
1791121.0	6	2					7				
1791121.0	7	2					5				
1791121.0	8	2					1				
1791121.0	9	2					5				
1791121.0	10	2					4				
748074.0	1	2					2				
748074.0	2	1	2	2	6				2		
748074.0	3	2					4				
748074.0	4	1	1	1	1				2		
748074.0	5	2					4				
748074.0	6	2					9	11			
748074.0	7	2					9	11			
748074.0	8	2					9	11			
748074.0	9	2					9	11			
748074.0	10	2					7				
748013.0	1	2					3				
748013.0	2	1	2	2	3				2		
748013.0	3	2					4				
748013.0	4	1	1	1	3				2		
748013.0	5	2					4				
748013.0	6	2					3				
748013.0	7	2					5				
748013.0	8	2					5				
748013.0	9	2					8				
748013.0	10	2					5				
748043.0	1	1	1	1	1				2		
748043.0	2	1	3	2	3				2		
748043.0	3	2					4				
748043.0	4	2					9	11			
748043.0	5	2					4				
748043.0	6	1	2	3	2				2		
748043.0	7	2					9	11			
748043.0	8	2					1				
748043.0	9	2					5				
748043.0	10	2					8				
748089.0	1	1	1	1	1				2		
748089.0	2	1	3	3	2				2		
748089.0	3	2					9	11			
748089.0	4	1	2	2	2				2		
748089.0	5	2					9	11			
748089.0	6	2					9	11			
748089.0	7	2					9	11			
748089.0	8	2					9	11			
748089.0	9	2					9	11			
748089.0	10	2					9	11			
748058.0	1	2					4				
748058.0	2	1	1	2	2				2		
748058.0	3	2					4				
748058.0	4	2					4				
748058.0	5	2					4				
748058.0	6	1	4	1	2				2		
748058.0	7	1	3	3	2				2		
748058.0	8	1	2	4	2				2		
748058.0	9	2					7				
748058.0	10	2					7				
748028.0	1	1	1	1	3				2		
748028.0	2	2					7				
748028.0	3	1	2	2	3				2		
748028.0	4	2					8				
748028.0	5	1	3	3	3				2		
748028.0	6	2					7				
748028.0	7	2					8				
748028.0	8	2					7				
748028.0	9	2					7				
748028.0	10	2					8				
748129.0	1	1	1	1	1				2		
748129.0	2	1	4	4	6				1	1	2100
748129.0	3	1	2	2	9	16			2		
748129.0	4	1	5	5	2				2		
748129.0	5	1	3	3	2				2		
748129.0	6	2					8				
748129.0	7	2					8				
748129.0	8	2					7				
748129.0	9	2					9	11			
748129.0	10	2					7				
748119.0	1	2					3				
748119.0	2	1	2	2	6				1	1	200
748119.0	3	2					4				
748119.0	4	1	1	1	2				2		
748119.0	5	2					4				
748119.0	6	2					1				
748119.0	7	2					1				
748119.0	8	2					1				
748119.0	9	2					4				
748119.0	10	2					8				
748149.0	1	2					3				
748149.0	2	1	2	2	2				2		
748149.0	3	1	1	1	1				2		
748149.0	4	2					8				
748149.0	5	2					4				
748149.0	6	2					1				
748149.0	7	2					1				
748149.0	8	2					1				
748149.0	9	2					4				
748149.0	10	2					3				
748134.0	1	2					8				
748134.0	2	2					8				
748134.0	3	2					7				
748134.0	4	1	1	1	2				2		
748134.0	5	2					8				
748134.0	6	2					8				
748134.0	7	2					8				
748134.0	8	2					8				
748134.0	9	2					8				
748134.0	10	2					8				
1635067.0	1	1	1	1	1				2		
1635067.0	2	1	4	3	6				2		
1635067.0	3	2					8				
1635067.0	4	1	3	4	2				2		
1635067.0	5	1	2	2	2				2		
1635067.0	6	2					1				
1635067.0	7	1	5	5	2				2		
1635067.0	8	2					1				
1635067.0	9	2					4				
1635067.0	10	2					3				
1635059.0	1	1	1	1	7				2		
1635059.0	2	1	5	4	7				2		
1635059.0	3	1	2	3	7				2		
1635059.0	4	1	4	5	7				2		
1635059.0	5	1	3	2	7				2		
1635059.0	6	2					1				
1635059.0	7	2					1				
1635059.0	8	2					1				
1635059.0	9	2					4				
1635059.0	10	2					3				
1635076.0	1	2					3				
1635076.0	2	1	3	3	6				2		
1635076.0	3	1	1	1	2				2		
1635076.0	4	2					8				
1635076.0	5	1	2	2	2				2		
1635076.0	6	2					9	11			
1635076.0	7	2					8				
1635076.0	8	2					1				
1635076.0	9	2					4				
1635076.0	10	2					3				
1635001.0	1	1	1	1	1				2		
1635001.0	2	2					1				
1635001.0	3	1	4	3	9	18			2		
1635001.0	4	1	2	4	2				1	1	3000
1635001.0	5	2					2				
1635001.0	6	1	3	2	6				2		
1635001.0	7	2					1				
1635001.0	8	2					1				
1635001.0	9	2					1				
1635001.0	10	2					1				
1635009.0	1	1	1	1	1				2		
1635009.0	2	1	3	5	2				2		
1635009.0	3	1	2	2	9	15			2		
1635009.0	4	1	6	6	2				2		
1635009.0	5	1	4	4	2				2		
1635009.0	6	1	5	3	2				2		
1635009.0	7	2					1				
1635009.0	8	2					1				
1635009.0	9	1	7	7	2				2		
1635009.0	10	2					7				
1635043.0	1	1	1	1	1				2		
1635043.0	2	1	2	2	3				2		
1635043.0	3	2					4				
1635043.0	4	2					8				
1635043.0	5	2					3				
1635043.0	6	2					7				
1635043.0	7	2					8				
1635043.0	8	2					7				
1635043.0	9	2					7				
1635043.0	10	2					7				
1635034.0	1	2					6				
1635034.0	2	1	1	1	2				2		
1635034.0	3	2					3				
1635034.0	4	1	2	2	5				1	3	800
1635034.0	5	2					4				
1635034.0	6	2					2				
1635034.0	7	2					1				
1635034.0	8	2					1				
1635034.0	9	2					5				
1635034.0	10	2					7				
1635018.0	1	1	1	1	2				2		
1635018.0	2	2					8				
1635018.0	3	2					7				
1635018.0	4	2					7				
1635018.0	5	2					8				
1635018.0	6	2					7				
1635018.0	7	2					7				
1635018.0	8	2					8				
1635018.0	9	2					7				
1635018.0	10	2					8				
1635026.0	1	1	1	1	1				2		
1635026.0	2	2					7				
1635026.0	3	1	2	2	1				1	1	14000
1635026.0	4	1	4	4	1				2		
1635026.0	5	1	3	3	1				2		
1635026.0	6	2					7				
1635026.0	7	2					8				
1635026.0	8	2					8				
1635026.0	9	2					4				
1635026.0	10	2					4				
1635051.0	1	2					3				
1635051.0	2	1	2	2	2				2		
1635051.0	3	2					4				
1635051.0	4	1	1	1	2				2		
1635051.0	5	2					4				
1635051.0	6	2					1				
1635051.0	7	2					1				
1635051.0	8	1	3	3	6				2		
1635051.0	9	2					4				
1635051.0	10	2					3				
1636031.0	1	1	1	1	1				2		
1636031.0	2	1	4	4	6				2		
1636031.0	3	1	2	2	3				2		
1636031.0	4	2					8				
1636031.0	5	1	3	3	7				2		
1636031.0	6	2					5				
1636031.0	7	2					5				
1636031.0	8	2					5				
1636031.0	9	2					8				
1636031.0	10	2					7				
1636013.0	1	1	1	1	7				2		
1636013.0	2	1	2	2	2				2		
1636013.0	3	2					8				
1636013.0	4	2					8				
1636013.0	5	2					9	26			
1636013.0	6	2					5				
1636013.0	7	2					5				
1636013.0	8	2					5				
1636013.0	9	2					8				
1636013.0	10	2					8				
1636019.0	1	1	1	1	1				2		
1636019.0	2	1	3	3	3				2		
1636019.0	3	2					7				
1636019.0	4	2					8				
1636019.0	5	1	2	2	2				2		
1636019.0	6	2					5				
1636019.0	7	2					5				
1636019.0	8	2					5				
1636019.0	9	2					7				
1636019.0	10	2					8				
1636023.0	1	1	1	1	1				2		
1636023.0	2	1	2	2	2				2		
1636023.0	3	2					8				
1636023.0	4	2					8				
1636023.0	5	2					9	26			
1636023.0	6	2					5				
1636023.0	7	2					5				
1636023.0	8	2					5				
1636023.0	9	2					7				
1636023.0	10	2					3				
1636036.0	1	2					9	25			
1636036.0	2	1	2	2	2				2		
1636036.0	3	2					4				
1636036.0	4	1	1	1	1				2		
1636036.0	5	2					9	25			
1636036.0	6	2					8				
1636036.0	7	2					8				
1636036.0	8	2					8				
1636036.0	9	2					8				
1636036.0	10	1	3	3	2				2		
1636042.0	1	2					4				
1636042.0	2	1	2	2	2				2		
1636042.0	3	2					4				
1636042.0	4	1	1	1	1				2		
1636042.0	5	2					4				
1636042.0	6	2					4				
1636042.0	7	2					8				
1636042.0	8	2					8				
1636042.0	9	2					8				
1636042.0	10	2					8				
1636055.0	1	2					4				
1636055.0	2	1	2	1	2				2		
1636055.0	3	2					4				
1636055.0	4	1	1	2	1				2		
1636055.0	5	2					4				
1636055.0	6	2					3				
1636055.0	7	2					8				
1636055.0	8	2					8				
1636055.0	9	2					8				
1636055.0	10	2					8				
1636048.0	1	2					7				
1636048.0	2	2					7				
1636048.0	3	2					7				
1636048.0	4	2					7				
1636048.0	5	2					7				
1636048.0	6	2					7				
1636048.0	7	2					7				
1636048.0	8	2					7				
1636048.0	9	2					7				
1636048.0	10	2					7				
1636007.0	1	2					3				
1636007.0	2	2					8				
1636007.0	3	2					7				
1636007.0	4	1	1	1	3				2		
1636007.0	5	2					3				
1636007.0	6	2					8				
1636007.0	7	2					7				
1636007.0	8	2					8				
1636007.0	9	2					8				
1636007.0	10	2					4				
1636003.0	1	1	1	1	1				2		
1636003.0	2	2					2				
1636003.0	3	2					7				
1636003.0	4	1	2	2	6				1	1	1000
1636003.0	5	1	3	3	3				2		
1636003.0	6	2					2				
1636003.0	7	2					8				
1636003.0	8	2					1				
1636003.0	9	2					7				
1636003.0	10	2					9	32			
1637067.0	1	1	1	1	1				2		
1637067.0	2	1	3	3	2				1	3	1000
1637067.0	3	2					4				
1637067.0	4	1	2	5	6				2		
1637067.0	5	1	5	2	2				2		
1637067.0	6	1	4	4	7				1	2	200
1637067.0	7	2					2				
1637067.0	8	2					2				
1637067.0	9	2					1				
1637067.0	10	2					9	25			
1637058.0	1	1	1	1	1				2		
1637058.0	2	1	5	6	2				1	2	1500
1637058.0	3	1	3	2	1				2		
1637058.0	4	1	2	7	1				2		
1637058.0	5	1	7	3	1				2		
1637058.0	6	1	4	5	2				2		
1637058.0	7	2					1				
1637058.0	8	2					1				
1637058.0	9	1	6	4	2				2		
1637058.0	10	2					7				
1637031.0	1	1	1	1	1				2		
1637031.0	2	1	2	2	2				2		
1637031.0	3	2					8				
1637031.0	4	2					8				
1637031.0	5	2					9	26			
1637031.0	6	2					8				
1637031.0	7	2					8				
1637031.0	8	2					8				
1637031.0	9	2					8				
1637031.0	10	2					8				
1637022.0	1	1	1	1	1				2		
1637022.0	2	1	5	5	6				2		
1637022.0	3	1	3	3	3				2		
1637022.0	4	1	4	4	3				2		
1637022.0	5	1	2	2	3				2		
1637022.0	6	2					5				
1637022.0	7	2					5				
1637022.0	8	2					5				
1637022.0	9	2					8				
1637022.0	10	2					9	11			
1637004.0	1	1	1	1	1				2		
1637004.0	2	2					8				
1637004.0	3	2					7				
1637004.0	4	1	2	2	2				2		
1637004.0	5	2					4				
1637004.0	6	2					8				
1637004.0	7	2					8				
1637004.0	8	1	3	3	2				2		
1637004.0	9	2					7				
1637004.0	10	2					7				
1637049.0	1	1	1	1	1				2		
1637049.0	2	1	5	5	2				1	3	200
1637049.0	3	1	2	3	1				2		
1637049.0	4	1	3	4	6				1	1	3000
1637049.0	5	1	4	2	2				2		
1637049.0	6	2					7				
1637049.0	7	2					7				
1637049.0	8	2					7				
1637049.0	9	2					8				
1637049.0	10	2					8				
1637040.0	1	1	1	1	1				2		
1637040.0	2	1	3	3	6				2		
1637040.0	3	2					7				
1637040.0	4	1	2	2	2				2		
1637040.0	5	2					7				
1637040.0	6	2					7				
1637040.0	7	2					7				
1637040.0	8	2					7				
1637040.0	9	2					8				
1637040.0	10	2					8				
1637007.0	1	1	1	1	1				2		
1637007.0	2	2					8				
1637007.0	3	2					3				
1637007.0	4	1	2	2	2				1	2	10000
1637007.0	5	2					7				
1637007.0	6	2					8				
1637007.0	7	2					7				
1637007.0	8	2					5				
1637007.0	9	2					5				
1637007.0	10	2					8				
1637085.0	1	1	1	1	1				2		
1637085.0	2	1	6	6	6				2		
1637085.0	3	2					8				
1637085.0	4	1	4	5	6				1	4	24000
1637085.0	5	1	2	2	3				2		
1637085.0	6	1	5	4	6				2		
1637085.0	7	2					5				
1637085.0	8	2					2				
1637085.0	9	2					8				
1637085.0	10	1	3	3	5				2		
1637076.0	1	1	1	1	1				2		
1637076.0	2	1	7	7	2				2		
1637076.0	3	1	2	2	1				2		
1637076.0	4	1	4	4	3				2		
1637076.0	5	1	3	3	2				2		
1637076.0	6	1	6	6	6				2		
1637076.0	7	1	8	8	3				2		
1637076.0	8	2					7				
1637076.0	9	2					7				
1637076.0	10	1	5	5	5				2		
1638066.0	1	1	1	1	1				2		
1638066.0	2	1	5	5	6				2		
1638066.0	3	1	3	3	6				2		
1638066.0	4	2					8				
1638066.0	5	1	2	2	3				2		
1638066.0	6	2					7				
1638066.0	7	2					5				
1638066.0	8	2					8				
1638066.0	9	2					8				
1638066.0	10	1	4	4	6				2		
1638097.0	1	1	1	1	1				1	1	1200
1638097.0	2	1	2	3	3				2		
1638097.0	3	2					4				
1638097.0	4	2					2				
1638097.0	5	2					1				
1638097.0	6	1	3	2	6				2		
1638097.0	7	2					5				
1638097.0	8	2					5				
1638097.0	9	2					8				
1638097.0	10	2					4				
1638086.0	1	2					7				
1638086.0	2	1	2	1	2				2		
1638086.0	3	2					4				
1638086.0	4	1	1	2	3				1	1	170
1638086.0	5	2					7				
1638086.0	6	2					5				
1638086.0	7	2					1				
1638086.0	8	2					5				
1638086.0	9	2					8				
1638086.0	10	2					4				
1638014.0	1	1	1	1	1				2		
1638014.0	2	1	4	3	2				2		
1638014.0	3	1	2	2	1				2		
1638014.0	4	1	3	5	2				2		
1638014.0	5	2					4				
1638014.0	6	2					8				
1638014.0	7	2					8				
1638014.0	8	2					8				
1638014.0	9	1	5	4	2				2		
1638014.0	10	2					7				
1638076.0	1	2					3				
1638076.0	2	1	2	1	2				1	2	4000
1638076.0	3	2					4				
1638076.0	4	1	1	2	3				2		
1638076.0	5	2					7				
1638076.0	6	2					5				
1638076.0	7	2					5				
1638076.0	8	2					1				
1638076.0	9	2					5				
1638076.0	10	2					4				
1638004.0	1	1	1	1	1				2		
1638004.0	2	1	3	3	2				2		
1638004.0	3	1	2	2	3				2		
1638004.0	4	2					1				
1638004.0	5	2					4				
1638004.0	6	2					4				
1638004.0	7	2					8				
1638004.0	8	2					8				
1638004.0	9	2					4				
1638004.0	10	2					4				
1638055.0	1	2					8				
1638055.0	2	1	1	2	2				2		
1638055.0	3	2					4				
1638055.0	4	1	2	1	6				2		
1638055.0	5	2					9	27			
1638055.0	6	2					5				
1638055.0	7	2					5				
1638055.0	8	2					5				
1638055.0	9	2					8				
1638055.0	10	2					4				
1638035.0	1	1	1	1	1				2		
1638035.0	2	1	2	3	6				2		
1638035.0	3	2					7				
1638035.0	4	2					8				
1638035.0	5	1	3	2	7				2		
1638035.0	6	2					5				
1638035.0	7	2					5				
1638035.0	8	2					5				
1638035.0	9	2					5				
1638035.0	10	2					5				
1638045.0	1	1	1	1	1				2		
1638045.0	2	1	2	2	6				2		
1638045.0	3	2					8				
1638045.0	4	2					8				
1638045.0	5	2					9	26			
1638045.0	6	2					5				
1638045.0	7	2					5				
1638045.0	8	2					5				
1638045.0	9	2					8				
1638045.0	10	2					2				
1638025.0	1	1	1	1	1				2		
1638025.0	2	1	2	3	6				2		
1638025.0	3	2					7				
1638025.0	4	2					7				
1638025.0	5	1	3	2	2				2		
1638025.0	6	2					8				
1638025.0	7	2					8				
1638025.0	8	2					8				
1638025.0	9	2					4				
1638025.0	10	2					8				
1565027.0	1	1	1	1	1				2		
1565027.0	2	2					8				
1565027.0	3	2					4				
1565027.0	4	1	2	3	2				2		
1565027.0	5	2					4				
1565027.0	6	1	4	4	2				2		
1565027.0	7	2					8				
1565027.0	8	2					8				
1565027.0	9	2					8				
1565027.0	10	1	3	2	1				2		
1565043.0	1	1	1	1	1				2		
1565043.0	2	1	2	3	2				1	1	500
1565043.0	3	2					3				
1565043.0	4	1	4	2	6				2		
1565043.0	5	2					8				
1565043.0	6	1	3	4	6				2		
1565043.0	7	2					5				
1565043.0	8	2					1				
1565043.0	9	2					1				
1565043.0	10	2					3				
1565035.0	1	1	2	2	7				2		
1565035.0	2	1	4	4	7				1	5	5000
1565035.0	3	2					4				
1565035.0	4	1	3	3	7				2		
1565035.0	5	1	1	1	7				2		
1565035.0	6	2					7				
1565035.0	7	2					7				
1565035.0	8	2					7				
1565035.0	9	2					8				
1565035.0	10	2					3				
1565073.0	1	1	1	1	1				2		
1565073.0	2	2					8				
1565073.0	3	2					7				
1565073.0	4	1	3	3	1				2		
1565073.0	5	1	2	2	1				2		
1565073.0	6	2					8				
1565073.0	7	2					8				
1565073.0	8	2					8				
1565073.0	9	2					8				
1565073.0	10	2					4				
1565004.0	1	2					3				
1565004.0	2	1	1	1	2				1	1	500
1565004.0	3	2					4				
1565004.0	4	2					4				
1565004.0	5	2					7				
1565004.0	6	2					7				
1565004.0	7	2					7				
1565004.0	8	2					5				
1565004.0	9	2					7				
1565004.0	10	2					3				
1565066.0	1	2					3				
1565066.0	2	2					8				
1565066.0	3	2					8				
1565066.0	4	1	1	1	2				1	1	3000
1565066.0	5	2					9	22			
1565066.0	6	2					8				
1565066.0	7	2					8				
1565066.0	8	2					8				
1565066.0	9	2					8				
1565066.0	10	2					4				
1565020.0	1	1	1	1	1				2		
1565020.0	2	2					1				
1565020.0	3	2					4				
1565020.0	4	2					1				
1565020.0	5	2					4				
1565020.0	6	1	2	2	2				2		
1565020.0	7	2					1				
1565020.0	8	2					1				
1565020.0	9	1	3	3	2				2		
1565020.0	10	2					7				
1565012.0	1	1	1	1	1				2		
1565012.0	2	1	5	4	2				2		
1565012.0	3	1	3	3	1				2		
1565012.0	4	1	4	5	2				2		
1565012.0	5	2					4				
1565012.0	6	2					7				
1565012.0	7	1	2	2	1				2		
1565012.0	8	2					7				
1565012.0	9	2					7				
1565012.0	10	2					4				
1565058.0	1	2					1				
1565058.0	2	1	1	1	3				2		
1565058.0	3	2					9	25			
1565058.0	4	2					9	25			
1565058.0	5	2					9	25			
1565058.0	6	2					9	25			
1565058.0	7	2					9	25			
1565058.0	8	2					9	25			
1565058.0	9	2					9	25			
1565058.0	10	2					9	25			
1565050.0	1	2					9	25			
1565050.0	2	2					8				
1565050.0	3	2					3				
1565050.0	4	1	2	2	3				2		
1565050.0	5	1	1	1	1				2		
1565050.0	6	2					1				
1565050.0	7	2					1				
1565050.0	8	2					8				
1565050.0	9	2					1				
1565050.0	10	2					4				
1566039.0	1	1	1	1	7				2		
1566039.0	2	2					5				
1566039.0	3	1	2	2	7				2		
1566039.0	4	2					8				
1566039.0	5	2					8				
1566039.0	6	2					7				
1566039.0	7	2					8				
1566039.0	8	2					8				
1566039.0	9	2					8				
1566039.0	10	2					3				
1566030.0	1	1	1	1	1				2		
1566030.0	2	2					1				
1566030.0	3	2					3				
1566030.0	4	1	2	2	6				2		
1566030.0	5	2					7				
1566030.0	6	2					7				
1566030.0	7	2					8				
1566030.0	8	2					8				
1566030.0	9	2					8				
1566030.0	10	2					3				
1566020.0	1	2					3				
1566020.0	2	1	2	2	7				2		
1566020.0	3	2					3				
1566020.0	4	2					3				
1566020.0	5	1	1	1	7				2		
1566020.0	6	2					5				
1566020.0	7	2					5				
1566020.0	8	2					7				
1566020.0	9	2					8				
1566020.0	10	2					3				
1566048.0	1	1	2	2	1				2		
1566048.0	2	2					5				
1566048.0	3	1	1	1	1				2		
1566048.0	4	1	3	3	2				2		
1566048.0	5	2					7				
1566048.0	6	1	5	5	2				2		
1566048.0	7	1	6	6	2				2		
1566048.0	8	1	4	4	2				2		
1566048.0	9	2					8				
1566048.0	10	2					7				
1566011.0	1	2					3				
1566011.0	2	1	4	4	3				2		
1566011.0	3	2					4				
1566011.0	4	1	1	1	3				2		
1566011.0	5	2					9	26			
1566011.0	6	1	3	3	2				2		
1566011.0	7	1	5	5	6				2		
1566011.0	8	2					9	11			
1566011.0	9	1	2	2	1				2		
1566011.0	10	2					3				
1566001.0	1	1	1	1	1				2		
1566001.0	2	1	6	6	6				2		
1566001.0	3	2					4				
1566001.0	4	1	3	4	3				1	1	2400
1566001.0	5	1	2	2	2				2		
1566001.0	6	1	5	5	6				2		
1566001.0	7	2					8				
1566001.0	8	2					9	11			
1566001.0	9	2					8				
1566001.0	10	1	4	3	1				2		
1566058.0	1	1	1	1	1				2		
1566058.0	2	1	3	3	6				2		
1566058.0	3	2					8				
1566058.0	4	1	2	2	7				2		
1566058.0	5	2					7				
1566058.0	6	2					5				
1566058.0	7	2					5				
1566058.0	8	2					5				
