hhid	pid	mpesa_user	service	mpesa_service_importance	mpesa_service_freq
1568040.0	1	1	8	4	4
1568040.0	1	1	2	5	2
1568026.0	1	1	8	0	4
1568026.0	1	1	3	1	3
1568026.0	1	1	1	2	2
1568026.0	1	1	2	3	4
1568054.0	1	1	1	0	3
1568054.0	1	1	2	0	8
1568054.0	1	1	3	0	4
1568054.0	1	1	4	0	4
1568054.0	1	1	7	0	4
1568054.0	1	1	8	0	4
1569047.0	1	1	99		
1569030.0	1	1	3	1	4
1569030.0	1	1	1	2	3
1569030.0	1	1	4	3	7
1569030.0	1	1	8	4	4
1570015.0	1	2	99		
1570123.0	1	2	4	1	8
618058.0	1	1	3	0	8
618058.0	1	1	4	0	8
618058.0	1	1	7	0	8
618048.0	1	1	1	0	8
618048.0	1	1	4	0	8
618048.0	1	1	7	0	8
618048.0	1	1	8	0	4
618028.0	1	1	4	1	4
618028.0	1	1	7	2	4
1575116.0	1	1	3	1	8
1575116.0	1	1	4	2	8
1575116.0	1	1	1	3	8
1575116.0	1	1	8	4	4
1575147.0	1	1	3	1	4
1575147.0	1	1	4	2	4
1575147.0	1	1	7	3	4
1575147.0	1	1	8	4	4
1575147.0	1	1	2	5	3
1575147.0	1	1	1	6	2
1575132.0	1	2	3	0	4
1575132.0	1	2	4	0	4
1575053.0	1	1	3	0	6
1575053.0	1	1	4	0	8
1575038.0	1	1	3	0	8
1575038.0	1	1	4	0	8
1575006.0	1	1	3	1	5
1575006.0	1	1	4	2	8
1575022.0	1	1	3	0	8
1575022.0	1	1	4	0	8
1575069.0	1	1	3	1	4
1575069.0	1	1	8	2	4
1575069.0	1	1	1	3	2
1575069.0	1	1	2	4	8
1576028.0	1	1	3	1	4
1576028.0	1	1	4	2	8
1576015.0	1	1	4	1	8
1576015.0	1	1	1	2	4
1576015.0	1	1	2	3	5
1576015.0	1	1	8	4	4
1577077.0	1	1	1	0	8
1577077.0	1	1	3	0	4
1577077.0	1	1	4	0	4
1577077.0	1	1	8	0	4
1577017.0	1	1	3	1	4
1577017.0	1	1	4	2	5
1577017.0	1	1	1	3	4
1577017.0	1	1	2	4	4
1577017.0	1	1	8	5	4
1578095.0	1	1	4	1	4
1578063.0	1	1	8	0	4
670083.0	1	1	4	1	4
670083.0	1	1	3	2	4
670064.0	1	1	3	1	8
670064.0	1	1	4	2	4
670064.0	1	1	7	3	4
670064.0	1	1	1	4	8
670064.0	1	1	8	5	4
670035.0	1	1	3	1	5
670035.0	1	1	4	2	5
1613051.0	1	2	4	0	4
1613020.0	1	1	4	1	8
1613020.0	1	1	3	2	8
1613020.0	1	1	7	3	4
1613020.0	1	1	1	4	8
1613020.0	1	1	2	5	8
1613020.0	1	1	8	6	4
1613045.0	1	1	3	1	4
1614004.0	1	1	4	1	8
1614058.0	1	1	4	1	8
1614016.0	1	2	4	1	4
1614030.0	1	2	3	1	8
1614022.0	1	1	1	0	1
1614022.0	1	1	2	0	2
1614022.0	1	1	3	0	2
1614022.0	1	1	4	0	2
1614022.0	1	1	8	0	4
1615034.0	1	1	4	1	4
1615034.0	1	1	3	2	4
1615034.0	1	1	7	3	4
1615034.0	1	1	1	4	2
1615034.0	1	1	2	5	2
1615034.0	1	1	8	6	4
1615057.0	1	1	3	1	4
1615057.0	1	1	4	2	5
1615057.0	1	1	7	3	4
1615089.0	1	2	3	1	8
1615089.0	1	2	4	2	8
1592022.0	1	1	3	1	6
1592022.0	1	1	4	2	6
1592022.0	1	1	7	3	6
1592022.0	1	1	1	4	2
1592022.0	1	1	2	5	2
1592022.0	1	1	8	6	4
1592089.0	1	1	4	1	8
1592080.0	1	1	3	1	8
1593059.0	1	1	4	1	4
1593059.0	1	1	3	2	4
1593059.0	1	1	7	3	4
1593059.0	1	1	1	4	1
1593059.0	1	1	2	5	2
1593059.0	1	1	8	6	4
1594002.0	1	1	4	1	8
1594002.0	1	1	3	2	8
1594030.0	1	1	3	1	8
1594030.0	1	1	4	2	8
1594082.0	1	1	1	1	3
1594082.0	1	1	3	2	4
1594082.0	1	1	8	3	4
1595084.0	1	1	3	0	5
1595084.0	1	1	4	0	5
1595084.0	1	1	7	0	5
1595080.0	1	1	2	0	6
1595080.0	1	1	8	0	4
1595080.0	1	1	3	1	3
1595080.0	1	1	1	2	5
1596028.0	1	1	3	1	6
1596028.0	1	1	1	2	3
1596028.0	1	1	4	3	7
1596028.0	1	1	2	4	5
1596028.0	1	1	8	5	4
1596037.0	1	2	4	1	8
638036.0	1	1	3	1	4
638036.0	1	1	4	2	8
638009.0	1	1	3	1	4
638009.0	1	1	4	2	8
638082.0	1	1	3	1	4
638082.0	1	1	1	2	4
638082.0	1	1	2	3	4
638082.0	1	1	8	4	4
1347058.0	1	1	99		
1347063.0	1	1	99		
1347023.0	1	1	99		
1347022.0	1	1	99		
1347016.0	1	1	99		
1347044.0	1	1	99		
638091.0	1	1	3	1	4
638091.0	1	1	4	2	4
638091.0	1	1	1	3	4
638091.0	1	1	2	4	4
638091.0	1	1	7	5	4
638091.0	1	1	8	6	4
1603075.0	1	1	3	1	4
1603075.0	1	1	4	2	5
1603012.0	1	2	3	1	8
1603012.0	1	2	4	2	8
1603067.0	1	1	3	1	4
1604005.0	1	1	4	1	4
1604066.0	1	1	1	0	2
1604066.0	1	1	3	0	4
1604066.0	1	1	4	0	4
1604066.0	1	1	5	0	4
1604066.0	1	1	6	0	4
1604066.0	1	1	7	0	4
1604066.0	1	1	8	0	4
649076.0	1	2	4	1	5
1607054.0	1	1	4	1	4
1607035.0	1	1	3	1	8
1607035.0	1	1	4	2	8
1607063.0	1	1	3	1	4
1607063.0	1	1	4	2	8
1607082.0	1	1	3	1	4
1607082.0	1	1	1	2	3
1607082.0	1	1	4	3	4
1607082.0	1	1	7	4	4
1607082.0	1	1	8	5	4
1607092.0	1	1	7	1	4
1607092.0	1	1	1	2	3
1607092.0	1	1	3	3	4
1607092.0	1	1	4	4	4
1607092.0	1	1	2	5	5
1607092.0	1	1	8	6	4
1608058.0	1	1	4	1	2
1608058.0	1	1	3	2	2
1608058.0	1	1	1	3	2
1608058.0	1	1	2	4	2
1608058.0	1	1	7	5	2
1608058.0	1	1	8	6	4
1608050.0	1	1	7	0	2
1608050.0	1	1	8	0	4
1608050.0	1	1	3	1	2
1608050.0	1	1	4	2	2
1608050.0	1	1	5	3	2
1608050.0	1	1	9	4	4
1608050.0	1	1	2	5	2
1608050.0	1	1	1	6	2
1608073.0	1	1	4	1	4
1608073.0	1	1	3	2	4
1608073.0	1	1	2	3	4
1608073.0	1	1	8	4	4
1608073.0	1	1	1	5	4
1608034.0	1	2	3	1	8
1608042.0	1	1	4	1	4
1608042.0	1	1	3	2	8
1608042.0	1	1	7	3	4
1608042.0	1	1	1	4	8
1608042.0	1	1	2	5	8
1608042.0	1	1	8	6	4
1608066.0	1	1	3	1	8
1608011.0	1	1	4	1	4
660041.0	1	1	4	1	4
660041.0	1	1	3	2	8
660035.0	1	1	4	1	4
660035.0	1	1	3	2	6
660012.0	1	1	4	1	4
660012.0	1	1	3	2	8
1612004.0	1	2	3	1	8
1612018.0	1	2	4	1	8
1619056.0	1	1	3	1	4
1619056.0	1	1	4	2	8
1619056.0	1	1	1	3	2
1619056.0	1	1	8	4	4
1619038.0	1	1	4	1	6
1619003.0	1	1	4	1	5
1619003.0	1	1	3	2	7
1619082.0	1	1	3	1	4
1619082.0	1	1	1	2	3
1619082.0	1	1	4	3	8
1619082.0	1	1	8	4	4
1619047.0	1	2	4	1	8
732025.0	1	1	4	1	8
1630010.0	1	1	4	1	3
1630010.0	1	1	8	2	4
1630010.0	1	1	7	3	4
1630010.0	1	1	3	4	6
1630010.0	1	1	1	5	2
1630010.0	1	1	2	6	3
1630052.0	1	2	4	1	8
1630084.0	1	2	4	1	4
1623033.0	1	1	3	0	4
1623026.0	1	1	4	1	4
1623026.0	1	1	1	2	2
1623026.0	1	1	2	3	3
1623026.0	1	1	8	4	4
1623012.0	1	2	3	1	5
1623012.0	1	2	4	2	4
1624029.0	1	1	4	1	4
1624029.0	1	1	3	2	4
1624029.0	1	1	1	3	2
1624029.0	1	1	2	4	5
1624029.0	1	1	7	5	4
1624029.0	1	1	8	6	4
1624016.0	1	1	4	1	4
1624016.0	1	1	1	2	3
1624016.0	1	1	8	3	4
1624002.0	1	1	4	1	7
1625007.0	1	1	3	1	3
1625004.0	1	2	4	1	4
1625004.0	1	2	3	2	5
1625010.0	1	1	4	1	3
1625010.0	1	1	1	2	4
1625010.0	1	1	8	3	4
1626012.0	1	1	4	1	7
1626026.0	1	1	1	1	1
1626026.0	1	1	3	2	4
1626026.0	1	1	7	3	1
1626026.0	1	1	4	4	4
1626026.0	1	1	2	5	3
1626026.0	1	1	8	6	4
1626005.0	1	2	4	1	5
1626047.0	1	2	3	1	5
1626047.0	1	2	4	2	5
1626061.0	1	1	4	1	6
1626061.0	1	1	7	2	5
1626068.0	1	1	1	1	4
1626068.0	1	1	3	2	6
1626068.0	1	1	4	3	6
1626068.0	1	1	2	4	4
1626068.0	1	1	8	5	4
1627068.0	1	1	4	1	4
1627068.0	1	1	3	2	4
1627068.0	1	1	7	3	4
1627068.0	1	1	1	4	4
1627068.0	1	1	2	5	8
1627068.0	1	1	8	6	4
1627014.0	1	1	3	1	2
1627014.0	1	1	6	2	4
1627014.0	1	1	1	3	1
1627014.0	1	1	2	4	2
1627014.0	1	1	4	5	5
1627014.0	1	1	8	6	4
1628039.0	1	1	1	1	2
1628039.0	1	1	2	2	3
1628039.0	1	1	3	3	3
1628039.0	1	1	4	4	6
1628039.0	1	1	7	5	2
1628039.0	1	1	5	6	6
1628039.0	1	1	8	7	6
1628061.0	1	1	3	1	3
1628061.0	1	1	4	2	4
1628042.0	1	2	4	1	8
1628006.0	1	1	4	1	4
1628006.0	1	1	3	2	4
1628006.0	1	1	7	3	4
1628003.0	1	1	3	1	4
1628003.0	1	1	4	2	4
1628003.0	1	1	7	3	4
1628003.0	1	1	1	4	2
1628003.0	1	1	2	5	8
1628003.0	1	1	8	6	4
718040.0	1	1	4	1	4
718040.0	1	1	1	2	2
718040.0	1	1	2	3	2
718040.0	1	1	8	4	4
1427015.0	1	1	8	0	4
1427015.0	1	1	1	1	2
1427015.0	1	1	2	2	2
1427015.0	1	1	3	3	5
1427079.0	1	2	3	0	8
1428132.0	1	1	4	1	5
1428132.0	1	1	3	2	5
1428132.0	1	1	1	3	4
1428132.0	1	1	8	4	4
1428062.0	1	2	4	1	4
210109.0	1	2	4	1	4
210011.0	1	1	4	1	8
210011.0	1	1	3	2	8
210060.0	1	1	4	1	3
211051.0	1	1	4	1	8
211001.0	1	1	4	1	5
265005.0	1	1	1	1	2
265005.0	1	1	3	2	4
265005.0	1	1	4	3	4
265005.0	1	1	8	4	4
266063.0	1	2	99		
1475028.0	1	1	8	1	4
1476053.0	1	1	3	1	4
1476029.0	1	2	4	1	4
1476029.0	1	2	3	2	8
1476045.0	1	2	4	1	2
1477013.0	1	2	4	1	8
1477050.0	1	2	4	1	6
1478017.0	1	1	4	1	4
1478017.0	1	1	3	2	4
1479010.0	1	1	2	0	3
1479010.0	1	1	3	0	4
1479052.0	1	1	3	1	4
1479052.0	1	1	4	2	4
1479121.0	1	1	7	1	5
1479121.0	1	1	1	2	2
1479121.0	1	1	3	3	8
1479121.0	1	1	2	4	8
1479121.0	1	1	8	5	4
1479079.0	1	1	1	1	2
1479079.0	1	1	3	2	8
1479079.0	1	1	2	3	8
1479079.0	1	1	4	4	4
1479079.0	1	1	8	5	4
1480063.0	1	1	3	1	8
1480031.0	1	1	3	1	4
1481006.0	1	1	3	1	4
1481006.0	1	1	4	2	4
1481065.0	1	1	1	1	4
1481065.0	1	1	3	2	4
1481065.0	1	1	4	3	4
1481065.0	1	1	8	4	4
1482101.0	1	1	4	1	4
1482101.0	1	1	1	2	1
1482101.0	1	1	3	3	4
1482101.0	1	1	2	4	2
1482101.0	1	1	8	5	4
1482117.0	1	1	3	1	8
1482117.0	1	1	4	2	8
1482052.0	1	1	1	0	4
1482052.0	1	1	3	0	3
1482052.0	1	1	8	0	4
1433062.0	1	2	4	1	3
1433079.0	1	1	4	1	4
1433079.0	1	1	1	2	2
1433079.0	1	1	3	3	6
1433079.0	1	1	2	4	4
1433079.0	1	1	8	5	4
1433027.0	1	1	3	1	4
1433027.0	1	1	4	2	8
1433027.0	1	1	7	3	1
1434029.0	1	1	1	0	8
1434029.0	1	1	2	0	8
1434029.0	1	1	3	0	4
1434029.0	1	1	4	0	8
1434029.0	1	1	8	0	4
1434021.0	1	1	3	1	4
1434021.0	1	1	2	2	8
1434037.0	1	1	8	1	4
1435044.0	1	1	3	1	5
1435044.0	1	1	1	2	3
1435044.0	1	1	4	3	8
1435044.0	1	1	8	4	4
1435020.0	1	1	3	1	4
1435020.0	1	1	7	2	4
1435020.0	1	1	1	3	2
1435020.0	1	1	4	4	8
1435020.0	1	1	2	5	8
1435020.0	1	1	8	6	4
1435061.0	1	1	3	1	4
1435061.0	1	1	4	2	2
1435061.0	1	1	7	3	1
1435061.0	1	1	2	4	3
1435061.0	1	1	1	5	3
1435061.0	1	1	8	6	4
1435069.0	1	1	3	1	3
1435069.0	1	1	2	2	8
1435069.0	1	1	1	3	8
1435069.0	1	1	8	4	4
1436008.0	1	1	4	1	4
1436008.0	1	1	3	2	4
1436018.0	1	1	3	1	4
1436018.0	1	1	1	2	2
1436018.0	1	1	2	3	8
1436018.0	1	1	8	4	4
1436077.0	1	1	8	0	4
1436077.0	1	1	3	1	5
1436077.0	1	1	4	2	5
1436077.0	1	1	1	3	3
1436057.0	1	1	1	0	3
1436057.0	1	1	2	0	4
1436057.0	1	1	3	0	4
1436057.0	1	1	8	0	4
1436047.0	1	1	1	0	2
1436047.0	1	1	3	0	2
1436047.0	1	1	4	0	2
1436047.0	1	1	8	0	4
1436086.0	1	1	4	0	4
1437047.0	1	1	1	0	3
1437047.0	1	1	3	0	4
1437047.0	1	1	4	0	4
1437047.0	1	1	8	0	4
1437024.0	1	1	3	1	5
1437024.0	1	1	4	2	5
1438034.0	1	1	3	1	3
1438011.0	1	1	3	1	8
1438104.0	1	1	4	1	3
1438104.0	1	1	3	2	3
1438104.0	1	1	1	3	8
1438104.0	1	1	2	4	4
1438104.0	1	1	8	5	4
1439018.0	1	1	3	1	8
1439018.0	1	1	4	2	8
1439018.0	1	1	1	3	1
1439018.0	1	1	2	4	8
1439018.0	1	1	6	5	8
1439018.0	1	1	8	6	4
1439064.0	1	1	3	1	4
1439064.0	1	1	1	2	2
1439064.0	1	1	2	3	8
1439064.0	1	1	8	4	4
1439087.0	1	1	3	1	4
1439087.0	1	1	4	2	8
1439087.0	1	1	1	3	8
1439087.0	1	1	8	4	4
1445019.0	1	1	3	1	4
1445076.0	1	1	3	1	8
1445051.0	1	1	3	1	3
1445051.0	1	1	4	2	3
1445051.0	1	1	1	3	8
1445051.0	1	1	8	4	4
1445060.0	1	1	4	1	8
1445060.0	1	1	3	2	4
1445060.0	1	1	2	3	8
1445060.0	1	1	1	4	8
1445060.0	1	1	8	5	4
1445043.0	1	1	3	1	4
1445043.0	1	1	4	2	8
1446033.0	1	1	3	1	4
1446033.0	1	1	1	2	3
1446033.0	1	1	8	3	4
1446057.0	1	1	8	1	1
1446057.0	1	1	4	2	8
1446057.0	1	1	3	3	4
1446049.0	1	1	7	1	4
1446049.0	1	1	4	2	5
1446049.0	1	1	8	3	5
1446049.0	1	1	1	4	2
1446041.0	1	1	7	1	3
1446041.0	1	1	1	2	1
1446041.0	1	1	4	3	8
1446041.0	1	1	8	4	4
1446041.0	1	1	3	5	4
1446041.0	1	1	2	6	3
1440007.0	1	2	3	1	8
1440005.0	1	1	3	1	4
1440005.0	1	1	4	2	8
1440005.0	1	1	1	3	2
1440005.0	1	1	5	4	4
1440005.0	1	1	2	5	8
1440005.0	1	1	8	6	4
1440009.0	1	1	3	1	5
1440009.0	1	1	4	2	7
1449046.0	1	1	1	0	8
1449046.0	1	1	2	0	8
1449046.0	1	1	3	0	4
1449046.0	1	1	4	0	8
1449046.0	1	1	8	0	4
1449056.0	1	1	3	1	4
1449056.0	1	1	4	2	4
1449056.0	1	1	2	3	8
1449056.0	1	1	1	4	4
1449056.0	1	1	8	5	4
1449066.0	1	1	2	1	8
1449066.0	1	1	3	2	1
1449066.0	1	1	4	3	4
1449066.0	1	1	1	4	4
1449066.0	1	1	8	5	4
1449075.0	1	2	3	1	5
1450010.0	1	1	3	1	6
1450010.0	1	1	1	2	3
1450010.0	1	1	2	3	5
1450010.0	1	1	8	4	4
1450070.0	1	1	7	1	2
1450070.0	1	1	1	2	2
1450070.0	1	1	8	3	4
1451053.0	1	1	8	1	4
1451053.0	1	1	3	2	4
1451053.0	1	1	4	3	8
1451053.0	1	1	1	4	4
1451053.0	1	1	2	5	8
1451036.0	1	1	1	0	8
1451036.0	1	1	2	0	8
1451036.0	1	1	3	0	8
1451036.0	1	1	4	0	4
1451036.0	1	1	8	0	4
1451001.0	1	1	4	1	8
1451001.0	1	1	3	2	4
1451001.0	1	1	7	3	4
1451001.0	1	1	1	4	2
1451001.0	1	1	2	5	3
1451001.0	1	1	8	6	4
1451009.0	1	1	3	1	4
1451009.0	1	1	1	2	3
1451009.0	1	1	4	3	8
1451009.0	1	1	2	4	8
1451009.0	1	1	8	5	4
1456066.0	1	2	4	1	8
1456066.0	1	2	8	2	2
1456037.0	1	2	4	1	4
1456029.0	1	2	3	1	2
1456029.0	1	2	4	2	8
1456029.0	1	2	1	3	8
1456029.0	1	2	8	4	4
1453025.0	1	1	3	1	4
1453025.0	1	1	4	2	8
1453025.0	1	1	1	3	8
1453025.0	1	1	8	4	4
222045.0	1	1	3	1	3
222045.0	1	1	4	2	3
222045.0	1	1	7	3	4
222003.0	1	1	7	1	4
222003.0	1	1	4	2	4
222003.0	1	1	3	3	4
222003.0	1	1	1	4	8
222003.0	1	1	8	5	4
222012.0	1	1	3	1	5
222070.0	1	1	4	1	8
222070.0	1	1	3	2	8
1465115.0	1	1	4	1	4
1465115.0	1	1	3	2	4
1465115.0	1	1	1	3	4
1465115.0	1	1	2	4	4
1465115.0	1	1	8	5	4
1465044.0	1	1	3	1	1
1465044.0	1	1	4	2	2
1465044.0	1	1	7	3	1
1465044.0	1	1	8	4	4
1465044.0	1	1	1	5	1
1465044.0	1	1	2	6	1
1465062.0	1	2	3	1	3
1466061.0	1	1	4	1	3
1466061.0	1	1	3	2	8
1466068.0	1	1	4	1	3
1466068.0	1	1	3	2	3
1466005.0	1	1	3	1	4
1466005.0	1	1	4	2	8
1466005.0	1	1	1	3	8
1466005.0	1	1	2	4	8
1466005.0	1	1	8	5	4
1466054.0	1	1	3	1	5
1466054.0	1	1	4	2	5
237014.0	1	1	1	1	4
237014.0	1	1	4	2	4
237014.0	1	1	3	3	4
237014.0	1	1	2	4	4
237014.0	1	1	8	5	4
1469070.0	1	2	4	1	8
1469026.0	1	2	4	1	6
1469088.0	1	1	4	1	8
1469088.0	1	1	3	2	8
1470010.0	1	2	3	1	4
1470004.0	1	2	4	1	8
1470015.0	1	1	1	1	1
1470015.0	1	1	4	2	8
1470015.0	1	1	8	3	4
1470015.0	1	1	3	4	8
1470015.0	1	1	2	5	8
1470005.0	1	2	3	1	2
1470005.0	1	2	4	2	2
1471047.0	1	1	4	1	4
1471047.0	1	1	1	2	2
1471047.0	1	1	8	3	4
1471069.0	1	2	3	1	8
1471018.0	1	2	4	1	4
1471003.0	1	1	7	1	1
1471003.0	1	1	3	2	4
1471003.0	1	1	4	3	2
1471003.0	1	1	2	4	1
1471003.0	1	1	1	5	1
1471003.0	1	1	5	6	4
1471003.0	1	1	6	7	3
1471003.0	1	1	8	8	4
1472024.0	1	2	3	1	8
1620004.0	1	1	4	1	5
1620004.0	1	1	3	2	6
1620011.0	1	2	4	1	5
1620031.0	1	1	1	1	2
1620031.0	1	1	3	2	4
1620031.0	1	1	4	3	4
1620031.0	1	1	2	4	4
1620031.0	1	1	6	5	5
1620031.0	1	1	7	6	4
1620031.0	1	1	8	7	4
1620038.0	1	2	99		
1620044.0	1	2	4	1	6
1265050.0	2	1	7	1	4
1265050.0	2	1	4	2	8
1265050.0	2	1	3	3	4
1265050.0	2	1	1	4	4
1265050.0	2	1	2	5	8
1265050.0	2	1	8	6	4
1265007.0	2	1	3	1	8
1265007.0	2	1	7	2	2
1267010.0	2	1	99		
1269028.0	2	2	4	1	8
1270025.0	2	1	4	1	4
1270025.0	2	1	7	2	4
1270073.0	2	1	3	1	3
1270073.0	2	1	4	2	4
1274016.0	2	1	3	1	4
1274016.0	2	1	4	2	4
1274016.0	2	1	1	3	3
1274016.0	2	1	2	4	2
1274016.0	2	1	8	5	4
1274034.0	2	1	3	1	4
1274034.0	2	1	4	2	4
1274107.0	2	1	4	1	5
1275005.0	2	1	1	0	2
1275005.0	2	1	2	0	3
1275005.0	2	1	3	0	4
1275005.0	2	1	4	0	4
1275005.0	2	1	7	0	2
1275005.0	2	1	8	0	4
1276132.0	2	1	99		
1276078.0	2	2	99		
1283125.0	2	1	3	1	5
1284097.0	2	1	3	1	7
1284097.0	2	1	4	2	4
1294109.0	2	2	4	1	5
1295014.0	2	1	99		
1295066.0	2	2	99		
1295012.0	2	1	99		
1296008.0	2	1	99		
1297013.0	2	1	4	1	8
1298117.0	2	1	3	1	4
1298117.0	2	1	4	2	4
1298010.0	2	2	4	1	4
1298064.0	2	1	3	1	4
1298064.0	2	1	4	2	4
1299134.0	2	1	3	1	4
1299134.0	2	1	4	2	8
1299134.0	2	1	2	3	3
1299134.0	2	1	1	4	2
1299134.0	2	1	8	5	4
1300025.0	2	1	3	1	4
1300025.0	2	1	4	2	8
1300025.0	2	1	5	3	8
1300025.0	2	1	6	4	8
1300015.0	2	1	3	1	8
1302010.0	2	1	3	1	4
1302010.0	2	1	4	2	3
1302010.0	2	1	2	3	3
1302010.0	2	1	7	4	4
1302041.0	2	1	3	1	4
1302041.0	2	1	4	2	4
1302041.0	2	1	1	3	4
1302041.0	2	1	8	4	4
1303056.0	2	1	3	1	8
1303006.0	2	1	99		
1305024.0	2	1	3	1	4
1305024.0	2	1	1	2	4
1305024.0	2	1	8	3	4
1305084.0	2	2	4	1	4
1308011.0	2	1	3	1	8
1334069.0	2	1	99		
1334037.0	2	1	1	1	2
1334037.0	2	1	4	2	7
1334037.0	2	1	3	3	7
1334037.0	2	1	8	4	4
1334063.0	2	1	8	1	4
1335024.0	2	1	4	1	4
1335024.0	2	1	3	2	4
1335024.0	2	1	1	3	1
1335024.0	2	1	8	4	4
1336059.0	2	1	1	0	3
1336059.0	2	1	3	0	4
1336059.0	2	1	4	0	4
1336059.0	2	1	8	0	4
1281035.0	2	2	99		
1281078.0	2	1	99		
1281056.0	2	1	99		
1281046.0	2	1	99		
1281067.0	2	1	99		
1348077.0	2	1	3	1	4
1348077.0	2	1	4	2	6
1348077.0	2	1	2	3	4
1348077.0	2	1	1	4	4
1348077.0	2	1	8	5	4
1348049.0	2	1	3	1	4
1348049.0	2	1	4	2	6
1348049.0	2	1	1	3	5
1348049.0	2	1	7	4	3
1348049.0	2	1	8	5	4
1348049.0	2	1	9	6	6
1348049.0	2	1	2	7	6
1348031.0	2	1	3	1	4
1348031.0	2	1	1	2	3
1348031.0	2	1	2	3	4
1348031.0	2	1	4	4	5
1348031.0	2	1	6	5	3
1348031.0	2	1	8	6	4
1348031.0	2	1	7	7	2
1348031.0	2	1	9	8	3
1351018.0	2	2	4	1	4
1352007.0	2	1	99		
1355052.0	2	1	1	1	2
1355052.0	2	1	3	2	4
1355052.0	2	1	2	3	3
1355052.0	2	1	8	4	4
1261090.0	2	1	3	1	3
1261090.0	2	1	6	2	3
1261090.0	2	1	1	3	2
1261090.0	2	1	4	4	8
1261090.0	2	1	8	5	4
1262047.0	2	2	3	1	3
1262047.0	2	2	1	2	2
1262047.0	2	2	4	3	3
1262047.0	2	2	2	4	2
1262047.0	2	2	5	5	4
1262047.0	2	2	8	6	4
1289080.0	2	1	3	1	8
1289064.0	2	1	3	1	4
1290035.0	2	1	4	1	8
1290035.0	2	1	3	2	8
1290035.0	2	1	7	3	5
1290035.0	2	1	8	4	4
1290035.0	2	1	2	5	5
1290035.0	2	1	1	6	4
1290019.0	2	1	3	1	8
1290019.0	2	1	4	2	8
1290019.0	2	1	7	3	4
1290046.0	2	1	2	0	6
1290046.0	2	1	8	0	4
1290046.0	2	1	4	1	5
1290046.0	2	1	1	2	5
1290041.0	2	1	3	1	5
1290041.0	2	1	1	2	2
1290041.0	2	1	8	3	4
1290003.0	2	1	4	1	4
1310017.0	2	1	4	1	8
1311035.0	2	1	4	1	4
1311035.0	2	1	3	2	8
1311035.0	2	1	1	3	2
1311035.0	2	1	8	4	4
7134.0	2	1	4	1	8
11125.0	2	1	4	1	4
11125.0	2	1	3	2	4
11125.0	2	1	1	3	4
11125.0	2	1	2	4	4
11125.0	2	1	6	5	4
11125.0	2	1	8	6	4
15076.0	2	1	4	1	4
15076.0	2	1	8	2	4
15076.0	2	1	7	3	4
15076.0	2	1	3	4	8
15076.0	2	1	1	5	8
15076.0	2	1	2	6	8
15100.0	2	1	4	1	5
15088.0	2	1	4	1	6
1376078.0	2	2	3	1	5
1376078.0	2	2	4	2	5
1376006.0	2	2	4	0	7
1377025.0	2	1	7	1	4
1377025.0	2	1	3	2	8
1377025.0	2	1	4	3	8
1377025.0	2	1	1	4	4
1377025.0	2	1	8	5	4
1377004.0	2	1	2	0	6
1377004.0	2	1	8	0	4
1377004.0	2	1	3	1	5
1377004.0	2	1	4	2	5
1377004.0	2	1	1	3	5
1377046.0	2	1	3	0	4
12026.0	2	1	2	0	6
12026.0	2	1	8	0	4
12026.0	2	1	3	1	2
12026.0	2	1	4	2	2
12026.0	2	1	1	3	5
12018.0	2	2	3	1	6
1370040.0	2	1	3	1	8
1370040.0	2	1	4	2	8
1370001.0	2	1	3	1	2
1370001.0	2	1	4	2	1
1370001.0	2	1	7	3	2
29095.0	2	1	4	1	8
43022.0	2	2	3	1	8
1384002.0	2	2	4	1	5
1384002.0	2	2	2	2	4
28002.0	2	1	4	1	5
139044.0	2	2	3	1	8
141021.0	2	1	4	1	8
141021.0	2	1	7	2	4
146016.0	2	1	3	1	2
146016.0	2	1	8	2	1
146016.0	2	1	7	3	1
146016.0	2	1	9	4	8
146016.0	2	1	4	5	3
146037.0	2	1	3	1	5
146037.0	2	1	4	2	4
147053.0	2	1	7	1	4
147053.0	2	1	3	2	4
147053.0	2	1	1	3	4
147053.0	2	1	4	4	4
147053.0	2	1	8	5	4
1385015.0	2	1	1	1	8
1385015.0	2	1	2	2	8
1385015.0	2	1	3	3	4
1385015.0	2	1	7	4	8
1385015.0	2	1	8	5	4
1386036.0	2	1	4	1	8
1386036.0	2	1	3	2	8
1386036.0	2	1	1	3	2
1386036.0	2	1	7	4	4
1386036.0	2	1	2	5	8
1386036.0	2	1	8	6	4
1386055.0	2	1	7	1	4
1386055.0	2	1	3	2	4
1386055.0	2	1	8	3	4
1386055.0	2	1	1	4	4
1386055.0	2	1	4	5	4
1386055.0	2	1	2	6	4
1387123.0	2	2	3	1	8
1388056.0	2	1	7	1	2
1388056.0	2	1	2	2	8
1388056.0	2	1	1	3	8
1388056.0	2	1	3	4	8
1388056.0	2	1	8	5	4
1388041.0	2	2	4	1	8
1389041.0	2	1	3	1	2
1389041.0	2	1	4	2	2
1389041.0	2	1	7	3	3
1389060.0	2	1	3	1	8
1389017.0	2	1	4	1	8
1389017.0	2	1	7	2	7
1389054.0	2	1	3	1	4
1389054.0	2	1	8	2	8
112068.0	2	1	4	1	5
112018.0	2	1	4	1	4
112018.0	2	1	3	2	8
1394066.0	2	1	3	1	3
1394060.0	2	2	4	1	6
